Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,UUID,Engagement Level,User Segment,User Value,Preferred Content Type,Primary Discovery Method,Categorized Mood,Satisfied with Podcast Variety
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Afternoon,Relaxation and stress relief,leisure time,recommendations,5,Never,Unknown,Unknown,Unknown,Unknown,Ok,e958096f-416c-4214-980c-089bd591aa09,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, Workout session",Playlists,5,Once a week,Lifestyle and Health,Interview,Both,Both,Satisfied,71e368c8-47fd-437f-a4c9-51f92cb31945,Low Engagement,Emerging User,Standard,Podcast,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Electronic/Dance,Afternoon,Uplifting and motivational,While Traveling,Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,7108d5b4-f6cb-48bb-9044-70b64a8ab1d5,Moderately Engaged,New User,Standard,Music,Playlists,Uplifting/Motivational,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,"recommendations, Playlists",5,Rarely,Lifestyle and Health,Conversational,Well known individuals,Shorter,Very Satisfied,eabb2a07-a4b1-4d6f-a7bb-20d5a721c336,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Satisfied
20-35,Female,Less than 6 months,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Morning,Social gatherings or parties,"Office hours, While Traveling, leisure time",Others,2,Rarely,Comedy,Conversational,Both,Both,Ok,929e5bc5-ce33-4521-a897-9aec633fe2e4,Low Engagement,New User,Standard,Podcast,Others,Social/Party,Not Satisfied
12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,,Podcast,Melody,Afternoon,Uplifting and motivational,While Traveling,Radio,2,Daily,Health and Fitness,Interview,Well known individuals,Longer,Ok,4ee6b9ae-d316-4c04-870e-6e696994b3bc,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Not Satisfied
20-35,Others,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,Rap,Afternoon,"Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time",Others,4,Once a week,Food and cooking,Story telling,Both,Longer,Satisfied,4978454c-f056-41c3-a915-62cbf7fcaf2b,Moderately Engaged,Emerging User,Standard,Music,Others,"Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Rap,Night,Sadness or melancholy,Study Hours,recommendations,2,Daily,Lifestyle and Health,Conversational,unknown Podcasters,Both,Very Satisfied,0358a2ee-8603-463e-8fa4-a7a81cf29331,Low Engagement,Loyal User,Standard,Music,Recommendations,Sadness/Melancholy,Satisfied
35-60,Male,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Pop,Afternoon,Social gatherings or parties,Workout session,Radio,5,Once a week,Comedy,Educational,Unknown,Shorter,Ok,72841503-7864-4841-9384-b7c0e69597e4,Moderately Engaged,Emerging User,Standard,Music,Radio,Social/Party,Not Satisfied
12-20,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Melody,Afternoon,Sadness or melancholy,While Traveling,Radio,3,Several times a week,Health and Fitness,Story telling,Both,Longer,Very Satisfied,a0d4bdf4-234b-4969-ab8f-4d30a8fa7ae9,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Satisfied
12-20,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Uplifting and motivational,Study Hours,Radio,3,Rarely,Lifestyle and Health,Conversational,unknown Podcasters,Longer,Satisfied,e6608007-6bd7-4e4d-ae7c-1074faef3b79,Low Engagement,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,Relaxation and stress relief,leisure time,Others,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,8d1fcf49-b363-46eb-8c55-1874e612ff87,Moderately Engaged,Emerging User,Standard,Music,Others,Relaxation/Stress Relief,Not Satisfied
12-20,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Rap,Morning,Relaxation and stress relief,Study Hours,Radio,3,Once a week,Food and cooking,Story telling,Well known individuals,Shorter,Ok,c9bc5281-642b-43bd-bb01-a224ef7c0ae5,Low Engagement,New User,Standard,Music,Radio,Relaxation/Stress Relief,Not Satisfied
35-60,Male,Less than 6 months,Smartphone,Free (ad-supported),No,,Podcast,classical,Night,Relaxation and stress relief,leisure time,recommendations,4,Daily,Comedy,Conversational,Well known individuals,Shorter,Satisfied,d4cbce94-96c2-4210-b203-4862f158c053,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
12-20,Others,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Morning,Uplifting and motivational,While Traveling,Radio,3,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Satisfied,10e71fbb-7a14-40cb-8d78-718ad2e5324b,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,3,Several times a week,Comedy,Unknown,Both,Shorter,Ok,b08d3d2d-cd9e-4bd8-828e-5faef481b20f,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Rap,Morning,Sadness or melancholy,While Traveling,Playlists,3,Several times a week,Sports,Interview,Both,Both,Very Satisfied,cc0be5df-6720-45cd-b520-0b8b52d2b687,Moderately Engaged,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Satisfied
12-20,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),No,,Podcast,Rap,Afternoon,Uplifting and motivational,Study Hours,Others,3,Once a week,Sports,Conversational,unknown Podcasters,Both,Ok,ff0da192-b8a1-4e58-ab2c-a109c86c1ee3,Low Engagement,Emerging User,Standard,Music,Others,Uplifting/Motivational,Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,5711ffd8-b44b-4fd6-a78b-66e502882be4,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Electronic/Dance,Night,Relaxation and stress relief,Office hours,Playlists,5,Several times a week,Comedy,Educational,Well known individuals,Both,Very Satisfied,faac7824-97a0-4a1c-885f-097a4a1069b0,Low Engagement,New User,Standard,Podcast,Playlists,Relaxation/Stress Relief,Satisfied
35-60,Others,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,,Podcast,classical,Morning,Uplifting and motivational,While Traveling,recommendations,4,Once a week,Lifestyle and Health,Story telling,unknown Podcasters,Shorter,Satisfied,1947e5e6-a957-4968-805a-d44bf48f20fe,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Uplifting/Motivational,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time, Night time, when cooking","recommendations, Playlists, Others",5,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,51f09957-a583-42d8-96fd-35bf2e6d5eba,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Varied,Satisfied
20-35,Female,Less than 6 months,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,classical,Night,Relaxation and stress relief,Office hours,Playlists,3,Never,Lifestyle and Health,Unknown,Both,Longer,Satisfied,f266e1e4-69ba-4934-8c4c-884c25f15dce,Low Engagement,New User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,e1802943-338a-4a3f-8aa3-e10fbb4800f0,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
12-20,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,Comedy,Conversational,Both,Shorter,Very Satisfied,913e46f8-28a1-4b0e-8bd0-9cfc8d987295,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Varied,Satisfied
20-35,Female,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,,Music,Melody,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists",3,Rarely,Food and cooking,Story telling,Unknown,Unknown,Ok,3162e32d-6812-401b-880a-f0520965c000,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Varied,Not Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Rap,Night,"Relaxation and stress relief, Uplifting and motivational",Office hours,Playlists,3,Rarely,Everything,Story telling,Well known individuals,Both,Ok,136e37ad-fce7-4938-a4e1-b9d83b2bad2e,Low Engagement,Loyal User,Standard,Podcast,Playlists,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,3,Never,Sports,Unknown,Both,Shorter,Ok,4650018c-f81c-4d5c-9bfc-084e009d42d2,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,6 months to 1 year,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time",recommendations,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,fb1febe5-d1a4-447b-80ac-31ed7c22c672,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",5,Rarely,Comedy,Story telling,Well known individuals,Shorter,Satisfied,a55fa710-97f3-4101-8388-82052b302bd6,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Varied,Satisfied
20-35,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties",leisure time,recommendations,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,101f0dc4-02ab-438e-91e4-cbeb63902d2e,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party",Not Satisfied
20-35,Male,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling, Workout session, leisure time","recommendations, Playlists, Radio",5,Never,Unknown,Story telling,Unknown,Unknown,Very Satisfied,e2151f6d-8bbd-4f8c-a498-997fcc598f68,Low Engagement,Loyal User,Standard,Music,Recommendations,Varied,Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Unknown,Story telling,Unknown,Unknown,Ok,1144fac9-d3cb-40e3-a068-96018f1fc0ed,Moderately Engaged,New User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Pop,Afternoon,Relaxation and stress relief,Office hours,recommendations,4,Rarely,Lifestyle and Health,Educational,Well known individuals,Shorter,Satisfied,261ab241-0a69-4cbe-9859-96f0874f9d1b,Low Engagement,New User,Standard,Podcast,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Male,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,classical,Night,Relaxation and stress relief,leisure time,recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,4d0eb1ab-514c-44c8-8eb0-18bfb4e09aae,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Morning,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists",3,Rarely,Unknown,Interview,Unknown,Unknown,Ok,0c2ce542-26d2-40a0-a283-752a81a0f87a,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Sadness or melancholy,leisure time,Playlists,4,Never,Unknown,Educational,Both,Shorter,Satisfied,a6083e9c-3213-47c0-a560-d53ebe6a4223,Moderately Engaged,New User,Standard,Music,Playlists,Sadness/Melancholy,Satisfied
20-35,Male,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Pop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling",recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,68c4c4ca-4d1f-44fb-925f-a7849ec1aecf,Low Engagement,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Study Hours, While Traveling, Workout session, leisure time",Others,4,Rarely,Unknown,Educational,Well known individuals,Shorter,Ok,de90f73f-f71a-4c3a-9fe0-91e79f5dfd1c,Low Engagement,Loyal User,Standard,Music,Others,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Pop,Night,Relaxation and stress relief,leisure time,recommendations,3,Rarely,Comedy,Story telling,Well known individuals,Shorter,Ok,632fb5a8-4f09-4cc0-bca9-c99e655c4a26,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,Pop,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists",5,Rarely,Lifestyle and Health,Educational,Both,Shorter,Very Satisfied,19ee468c-15e8-423b-b91e-5f4cff2a492d,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Male,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Several times a week,Unknown,Unknown,Unknown,Unknown,Ok,f18c6e63-bf1a-40c6-825e-c33430346f1a,Moderately Engaged,New User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational",While Traveling,"recommendations, Playlists",4,Rarely,Unknown,Unknown,Unknown,Unknown,Ok,6268125a-93eb-42e2-8092-bfe1e2290dc6,Moderately Engaged,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,5,Rarely,Unknown,Interview,Unknown,Unknown,Ok,db685730-8145-4ca1-9f28-45cc62450bac,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Kpop,Night,Relaxation and stress relief,"Office hours, While Traveling, Workout session","recommendations, Playlists",5,Once a week,Comedy,Conversational,Unknown,Shorter,Very Satisfied,a2e51f12-8d71-438b-8669-7adae022d14e,Low Engagement,Emerging User,Standard,Podcast,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time",recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,dbcf7f43-b688-49cf-bc86-309f90a45fff,Moderately Engaged,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
